Order_ID,Date,City,Category,Product,Quantity,Unit_Price,Discount_Percent,Payment_Method,Customer_Type,Salesperson,Gross_Sales,Discount_Amount,Net_Sales,Month,Month_Number,Quarter,Year
50133,08-01-2025,Aurangabad,Electronics,Keyboard,8,894.87,5,UPI,New,Vikas,7158.96,357.95,6801.01,January,1,Q1,2025
50611,09-01-2025,Thane,Electronics,Monitor,8,10027.7,0,UPI,Returning,Pooja,80221.6,0,80221.6,January,1,Q1,2025
51471,09-01-2025,Nagpur,Clothing,Saree,7,5468.45,20,UPI,VIP,Rahul,38279.15,7655.83,30623.32,January,1,Q1,2025
50147,09-01-2025,Thane,Clothing,Shirt,7,1542.15,5,Net Banking,Returning,Pooja,10795.05,539.75,10255.3,January,1,Q1,2025
50885,09-01-2025,Aurangabad,Beauty,Face Wash,7,585.3,10,Credit Card,VIP,Karan,4097.1,409.71,3687.39,January,1,Q1,2025
50393,10-01-2025,Nagpur,Grocery,Coffee,8,183.72,10,Net Banking,VIP,Amit,1469.76,146.98,1322.78,January,1,Q1,2025
51460,10-01-2025,Aurangabad,Furniture,Bed,2,20953.67,0,Debit Card,Returning,Priya,41907.34,0,41907.34,January,1,Q1,2025
51117,10-01-2025,Nagpur,Electronics,Laptop,5,52743.87,10,UPI,Returning,Sneha,263719.35,26371.94,237347.41,January,1,Q1,2025
50862,10-01-2025,Pune,Grocery,Rice,1,1159.21,5,UPI,VIP,Sneha,1159.21,57.96,1101.25,January,1,Q1,2025
50348,11-01-2025,Thane,Electronics,Monitor,4,19657.39,0,Debit Card,Returning,Sneha,78629.56,0,78629.56,January,1,Q1,2025
50908,11-01-2025,Pune,Grocery,Flour,4,66.02,15,UPI,Returning,Rohan,264.08,39.61,224.47,January,1,Q1,2025
50167,11-01-2025,Mumbai,Grocery,Sugar,3,52.45,15,Debit Card,Returning,Anjali,157.35,23.6,133.75,January,1,Q1,2025
50965,11-01-2025,Nashik,Grocery,Biscuits,8,140.15,10,Debit Card,New,Neha,1121.2,112.12,1009.08,January,1,Q1,2025
51451,11-01-2025,Nashik,Clothing,Jacket,8,2540.76,10,UPI,Returning,Rahul,20326.08,2032.61,18293.47,January,1,Q1,2025
50350,12-01-2025,Kolhapur,Clothing,Saree,7,2162.15,15,UPI,New,Vikas,15135.05,2270.26,12864.79,January,1,Q1,2025
50164,12-01-2025,Nashik,Clothing,T-Shirt,3,1112.47,20,UPI,New,Vikas,3337.41,667.48,2669.93,January,1,Q1,2025
51399,12-01-2025,Pune,Clothing,Saree,6,7521.89,15,Net Banking,New,Neha,45131.34,6769.7,38361.64,January,1,Q1,2025
51215,12-01-2025,Pune,Furniture,Bed,7,29145.34,10,Debit Card,New,Rohan,204017.38,20401.74,183615.64,January,1,Q1,2025
50443,12-01-2025,Kolhapur,Grocery,Sugar,8,40.76,0,Debit Card,New,Neha,326.08,0,326.08,January,1,Q1,2025
51106,13-01-2025,Kolhapur,Electronics,Smartwatch,4,4401.37,0,Net Banking,Returning,Amit,17605.48,0,17605.48,January,1,Q1,2025
51051,13-01-2025,Mumbai,Beauty,Moisturizer,6,1196.57,0,Debit Card,New,Rahul,7179.42,0,7179.42,January,1,Q1,2025
50886,13-01-2025,Nagpur,Electronics,Monitor,7,21254.34,10,Credit Card,Returning,Rahul,148780.38,14878.04,133902.34,January,1,Q1,2025
50916,14-01-2025,Thane,Grocery,Coffee,5,458.53,15,Credit Card,Returning,Rohan,2292.65,343.9,1948.75,January,1,Q1,2025
50930,14-01-2025,Nagpur,Grocery,Flour,2,72.24,20,Credit Card,New,Priya,144.48,28.9,115.58,January,1,Q1,2025
50619,14-01-2025,Nagpur,Beauty,Face Wash,3,272.68,5,Debit Card,New,Neha,818.04,40.9,777.14,January,1,Q1,2025
50967,15-01-2025,Aurangabad,Furniture,Chair,6,3096.09,20,UPI,Returning,Rahul,18576.54,3715.31,14861.23,January,1,Q1,2025
50373,16-01-2025,Nagpur,Electronics,Laptop,4,52019.14,15,Credit Card,Returning,Priya,208076.56,31211.48,176865.08,January,1,Q1,2025
50819,16-01-2025,Nashik,Electronics,Monitor,1,18656.61,10,Credit Card,Returning,Karan,18656.61,1865.66,16790.95,January,1,Q1,2025
50972,17-01-2025,Nagpur,Sports,Running Shoes,6,4637.22,10,Debit Card,New,Sneha,27823.32,2782.33,25040.99,January,1,Q1,2025
51228,17-01-2025,Mumbai,Grocery,Coffee,5,696.59,5,Debit Card,Returning,Karan,3482.95,174.15,3308.8,January,1,Q1,2025
50766,19-01-2025,Pune,Clothing,Shirt,1,1181.09,0,Debit Card,Returning,Vikas,1181.09,0,1181.09,January,1,Q1,2025
51457,19-01-2025,Nashik,Furniture,Chair,7,2892.56,10,Credit Card,New,Pooja,20247.92,2024.79,18223.13,January,1,Q1,2025
51425,20-01-2025,Kolhapur,Sports,Tennis Racket,1,6863.87,0,UPI,VIP,Vikas,6863.87,0,6863.87,January,1,Q1,2025
50666,20-01-2025,Navi Mumbai,Electronics,Mobile,5,26486.79,10,UPI,New,Priya,132433.95,13243.4,119190.55,January,1,Q1,2025
50843,20-01-2025,Aurangabad,Electronics,Monitor,2,22258.31,5,Net Banking,New,Karan,44516.62,2225.83,42290.79,January,1,Q1,2025
50246,20-01-2025,Thane,Sports,Football,3,831.61,0,UPI,Returning,Pooja,2494.83,0,2494.83,January,1,Q1,2025
50753,20-01-2025,Kolhapur,Clothing,Jacket,8,2391.43,5,UPI,New,Amit,19131.44,956.57,18174.87,January,1,Q1,2025
51410,21-01-2025,Mumbai,Beauty,Sunscreen,5,386.84,0,UPI,New,Rohan,1934.2,0,1934.2,January,1,Q1,2025
50181,22-01-2025,Nashik,Grocery,Oil,6,165.08,10,Cash,New,Sneha,990.48,99.05,891.43,January,1,Q1,2025
50466,22-01-2025,Aurangabad,Grocery,Flour,8,70.9,15,UPI,New,Anjali,567.2,85.08,482.12,January,1,Q1,2025
50093,22-01-2025,Aurangabad,Furniture,Table,7,10934.07,5,Net Banking,New,Vikas,76538.49,3826.92,72711.57,January,1,Q1,2025
51097,23-01-2025,Aurangabad,Grocery,Tea,3,362.63,10,Debit Card,Returning,Amit,1087.89,108.79,979.1,January,1,Q1,2025
50458,23-01-2025,Nashik,Grocery,Rice,7,808.21,15,UPI,New,Rahul,5657.47,848.62,4808.85,January,1,Q1,2025
51283,23-01-2025,Nagpur,Clothing,Saree,1,5330.27,15,Credit Card,New,Anjali,5330.27,799.54,4530.73,January,1,Q1,2025
50213,23-01-2025,Aurangabad,Furniture,Chair,4,2830.14,15,Cash,VIP,Amit,11320.56,1698.08,9622.48,January,1,Q1,2025
51306,23-01-2025,Nashik,Beauty,Face Wash,8,273.53,10,UPI,New,Neha,2188.24,218.82,1969.42,January,1,Q1,2025
50881,23-01-2025,Navi Mumbai,Grocery,Oil,5,169.22,15,,New,Sneha,846.1,126.92,719.18,January,1,Q1,2025
50723,23-01-2025,Nashik,Electronics,Headphones,8,1574.82,0,UPI,Returning,Sneha,12598.56,0,12598.56,January,1,Q1,2025
50300,23-01-2025,Aurangabad,Electronics,Mobile,5,49063.87,5,Credit Card,Returning,Rohan,245319.35,12265.97,233053.38,January,1,Q1,2025
50525,24-01-2025,Pune,Beauty,Face Wash,4,312.61,0,Debit Card,New,Rahul,1250.44,0,1250.44,January,1,Q1,2025
50019,24-01-2025,Aurangabad,Grocery,Oil,6,143.18,0,Credit Card,New,Rahul,859.08,0,859.08,January,1,Q1,2025
51162,25-01-2025,Pune,Electronics,Monitor,4,27921.85,15,Debit Card,Returning,Priya,111687.4,16753.11,94934.29,January,1,Q1,2025
51488,25-01-2025,Nashik,Furniture,Sofa,6,57023.97,5,Credit Card,Returning,Rahul,342143.82,17107.19,325036.63,January,1,Q1,2025
50548,26-01-2025,Nashik,Furniture,Chair,3,1954.27,15,Net Banking,New,Rahul,5862.81,879.42,4983.39,January,1,Q1,2025
50623,28-01-2025,Nagpur,Grocery,Oil,6,176.13,10,UPI,New,Sneha,1056.78,105.68,951.1,January,1,Q1,2025
50971,28-01-2025,Aurangabad,Furniture,Table,4,5594.26,15,Credit Card,New,Priya,22377.04,3356.56,19020.48,January,1,Q1,2025
51302,28-01-2025,Nagpur,Sports,Badminton Racket,7,1748.35,5,UPI,Returning,Neha,12238.45,611.92,11626.53,January,1,Q1,2025
50372,29-01-2025,Mumbai,Electronics,Headphones,5,5243.98,10,Credit Card,Returning,Rohan,26219.9,2621.99,23597.91,January,1,Q1,2025
51016,30-01-2025,Navi Mumbai,Sports,Yoga Mat,7,594.25,15,Credit Card,Returning,Anjali,4159.75,623.96,3535.79,January,1,Q1,2025
50758,31-01-2025,Kolhapur,Clothing,Saree,5,7418.59,5,Cash,New,Priya,37092.95,1854.65,35238.3,January,1,Q1,2025
50217,31-01-2025,Pune,Grocery,Flour,7,57.46,0,UPI,New,Pooja,402.22,0,402.22,January,1,Q1,2025
51357,31-01-2025,Pune,Sports,Cricket Bat,3,6346.45,5,UPI,New,Priya,19039.35,951.97,18087.38,January,1,Q1,2025
51448,31-01-2025,Nagpur,Beauty,Shampoo,4,416.28,10,Credit Card,New,Vikas,1665.12,166.51,1498.61,January,1,Q1,2025
50986,31-01-2025,Nagpur,Clothing,Shirt,1,1832.54,5,Cash,VIP,Anjali,1832.54,91.63,1740.91,January,1,Q1,2025
51217,01-02-2025,Pune,Electronics,Headphones,1,5042.35,0,UPI,New,Pooja,5042.35,0,5042.35,February,2,Q1,2025
51477,02-02-2025,Kolhapur,Beauty,Moisturizer,4,394.54,10,Debit Card,Returning,Rohan,1578.16,157.82,1420.34,February,2,Q1,2025
50844,02-02-2025,Mumbai,Sports,Yoga Mat,4,2237.75,10,UPI,Returning,Rahul,8951,895.1,8055.9,February,2,Q1,2025
50296,03-02-2025,Navi Mumbai,Clothing,Jeans,5,2079.31,10,UPI,New,Rohan,10396.55,1039.66,9356.89,February,2,Q1,2025
50351,04-02-2025,Kolhapur,Clothing,T-Shirt,1,471.65,0,Debit Card,New,Sneha,471.65,0,471.65,February,2,Q1,2025
51447,06-02-2025,Thane,Furniture,Bed,3,44426.51,15,Net Banking,Returning,Anjali,133279.53,19991.93,113287.6,February,2,Q1,2025
50592,06-02-2025,Thane,Clothing,Jeans,6,1914.31,10,Credit Card,VIP,Anjali,11485.86,1148.59,10337.27,February,2,Q1,2025
51161,07-02-2025,Aurangabad,Beauty,Perfume,8,3884.58,0,Net Banking,VIP,Priya,31076.64,0,31076.64,February,2,Q1,2025
51497,07-02-2025,Navi Mumbai,Clothing,Saree,2,3144.11,15,UPI,Returning,Rohan,6288.22,943.23,5344.99,February,2,Q1,2025
50136,07-02-2025,Navi Mumbai,Grocery,Rice,2,992.99,0,Credit Card,VIP,Rohan,1985.98,0,1985.98,February,2,Q1,2025
50080,08-02-2025,Nashik,Electronics,Mobile,1,18628.57,10,UPI,New,Rohan,18628.57,1862.86,16765.71,February,2,Q1,2025
51383,08-02-2025,Thane,Sports,Badminton Racket,6,1596.12,10,UPI,New,Pooja,9576.72,957.67,8619.05,February,2,Q1,2025
50289,08-02-2025,Kolhapur,Grocery,Rice,7,1253.64,10,UPI,VIP,Rohan,8775.48,877.55,7897.93,February,2,Q1,2025
50076,10-02-2025,Navi Mumbai,Furniture,Office Desk,5,23662.54,15,UPI,Returning,Rahul,118312.7,17746.9,100565.8,February,2,Q1,2025
51333,10-02-2025,Mumbai,Grocery,Oil,8,177.39,0,,New,Pooja,1419.12,0,1419.12,February,2,Q1,2025
50879,10-02-2025,Mumbai,Electronics,Keyboard,3,1790.41,10,UPI,New,Karan,5371.23,537.12,4834.11,February,2,Q1,2025
50539,11-02-2025,Nashik,Grocery,Biscuits,7,38.49,0,Credit Card,New,Pooja,269.43,0,269.43,February,2,Q1,2025
50027,11-02-2025,Pune,Electronics,Monitor,5,27456.28,5,Credit Card,New,Sneha,137281.4,6864.07,130417.33,February,2,Q1,2025
51398,11-02-2025,Nashik,Grocery,Rice,2,1384.62,10,Credit Card,New,Priya,2769.24,276.92,2492.32,February,2,Q1,2025
50600,11-02-2025,Nashik,Electronics,Monitor,2,19509.15,5,Credit Card,,Karan,39018.3,1950.92,37067.38,February,2,Q1,2025
50815,12-02-2025,Aurangabad,Beauty,Moisturizer,2,862.8,10,UPI,VIP,Priya,1725.6,172.56,1553.04,February,2,Q1,2025
50504,12-02-2025,Mumbai,Beauty,Shampoo,4,649.09,0,Debit Card,New,Vikas,2596.36,0,2596.36,February,2,Q1,2025
50677,12-02-2025,Nagpur,Electronics,Smartwatch,2,10860.02,15,Debit Card,Returning,Neha,21720.04,3258.01,18462.03,February,2,Q1,2025
51067,13-02-2025,Pune,Grocery,Oil,6,157,0,Credit Card,Returning,Neha,942,0,942,February,2,Q1,2025
51346,13-02-2025,Nashik,Grocery,Oil,3,182.7,15,Credit Card,New,Anjali,548.1,82.22,465.88,February,2,Q1,2025
50305,13-02-2025,Mumbai,Furniture,Office Desk,7,17851.55,5,Debit Card,New,Amit,124960.85,6248.04,118712.81,February,2,Q1,2025
50310,14-02-2025,Kolhapur,Grocery,Rice,6,1413.43,5,UPI,New,Vikas,8480.58,424.03,8056.55,February,2,Q1,2025
50284,15-02-2025,Kolhapur,Electronics,Smartwatch,6,11595.22,10,Credit Card,Returning,Rahul,69571.32,6957.13,62614.19,February,2,Q1,2025
51193,15-02-2025,Pune,Grocery,Rice,6,817.41,5,Debit Card,VIP,Amit,4904.46,245.22,4659.24,February,2,Q1,2025
50419,15-02-2025,Mumbai,Furniture,Table,3,11732.12,5,UPI,New,Pooja,35196.36,1759.82,33436.54,February,2,Q1,2025
51112,15-02-2025,Kolhapur,Grocery,Sugar,1,48.86,0,UPI,Returning,Vikas,48.86,0,48.86,February,2,Q1,2025
50724,16-02-2025,Pune,Furniture,Office Desk,8,20362.56,10,UPI,New,Amit,162900.48,16290.05,146610.43,February,2,Q1,2025
50224,16-02-2025,Navi Mumbai,Grocery,Tea,8,513.33,0,Credit Card,Returning,Karan,4106.64,0,4106.64,February,2,Q1,2025
50781,16-02-2025,Aurangabad,Furniture,Chair,4,2012.05,15,Net Banking,Returning,Vikas,8048.2,1207.23,6840.97,February,2,Q1,2025
50017,16-02-2025,Navi Mumbai,Grocery,Tea,8,286.76,5,Credit Card,Returning,Neha,2294.08,114.7,2179.38,February,2,Q1,2025
51277,16-02-2025,Nagpur,Grocery,Sugar,6,45.44,0,Credit Card,Returning,Priya,272.64,0,272.64,February,2,Q1,2025
51105,16-02-2025,Thane,Sports,Running Shoes,7,8831.08,0,Net Banking,New,Rahul,61817.56,0,61817.56,February,2,Q1,2025
50570,17-02-2025,Kolhapur,Grocery,Flour,6,68.68,5,UPI,New,Pooja,412.08,20.6,391.48,February,2,Q1,2025
51170,17-02-2025,Aurangabad,Grocery,Tea,3,209.09,0,Net Banking,New,Rohan,627.27,0,627.27,February,2,Q1,2025
50338,18-02-2025,Kolhapur,Furniture,Bed,7,23629.96,10,Credit Card,New,Anjali,165409.72,16540.97,148868.75,February,2,Q1,2025
51180,18-02-2025,Mumbai,Clothing,T-Shirt,6,1017.5,15,UPI,Returning,Rahul,6105,915.75,5189.25,February,2,Q1,2025
50863,18-02-2025,Thane,Clothing,Saree,6,5465.31,15,Cash,Returning,Sneha,32791.86,4918.78,27873.08,February,2,Q1,2025
51054,20-02-2025,Nashik,Beauty,Shampoo,7,422.86,0,UPI,New,Amit,2960.02,0,2960.02,February,2,Q1,2025
50469,20-02-2025,Nashik,Grocery,Sugar,4,62.81,0,UPI,Returning,Priya,251.24,0,251.24,February,2,Q1,2025
50891,20-02-2025,Nagpur,Furniture,Office Desk,6,24276.46,5,UPI,Returning,Pooja,145658.76,7282.94,138375.82,February,2,Q1,2025
51303,20-02-2025,Navi Mumbai,Electronics,Laptop,3,74515.65,5,UPI,New,Amit,223546.95,11177.35,212369.6,February,2,Q1,2025
50400,21-02-2025,Nashik,Furniture,Bed,2,29892.96,5,Debit Card,Returning,Priya,59785.92,2989.3,56796.62,February,2,Q1,2025
50232,21-02-2025,Mumbai,Clothing,Jacket,8,2868.14,5,Net Banking,Returning,Karan,22945.12,1147.26,21797.86,February,2,Q1,2025
50887,21-02-2025,Mumbai,Furniture,Office Desk,2,15232.77,10,,Returning,Vikas,30465.54,3046.55,27418.99,February,2,Q1,2025
50970,21-02-2025,Pune,Clothing,Jeans,4,2576.75,5,Debit Card,New,Pooja,10307,515.35,9791.65,February,2,Q1,2025
51294,21-02-2025,Navi Mumbai,Furniture,Table,5,6681.77,10,Credit Card,New,Amit,33408.85,3340.88,30067.97,February,2,Q1,2025
50778,22-02-2025,Pune,Furniture,Bed,1,22553.33,10,Debit Card,New,Sneha,22553.33,2255.33,20298,February,2,Q1,2025
50981,22-02-2025,Kolhapur,Grocery,Oil,2,202.36,0,Cash,Returning,Amit,404.72,0,404.72,February,2,Q1,2025
50170,22-02-2025,Aurangabad,Clothing,Jacket,5,4148.27,10,UPI,VIP,Amit,20741.35,2074.14,18667.21,February,2,Q1,2025
50054,22-02-2025,Nashik,Sports,Football,8,1277.51,15,UPI,VIP,Vikas,10220.08,1533.01,8687.07,February,2,Q1,2025
50687,22-02-2025,Thane,Clothing,Saree,6,4108.81,0,Net Banking,New,Rahul,24652.86,0,24652.86,February,2,Q1,2025
50295,23-02-2025,Nagpur,Electronics,Tablet,6,16000.2,10,Credit Card,New,Pooja,96001.2,9600.12,86401.08,February,2,Q1,2025
50983,23-02-2025,Navi Mumbai,Electronics,Smartwatch,6,8967.01,5,UPI,New,Rahul,53802.06,2690.1,51111.96,February,2,Q1,2025
50671,23-02-2025,Kolhapur,Electronics,Headphones,8,6883.01,10,Credit Card,VIP,Karan,55064.08,5506.41,49557.67,February,2,Q1,2025
50848,24-02-2025,Nashik,Sports,Badminton Racket,2,1154.04,15,Credit Card,New,Vikas,2308.08,346.21,1961.87,February,2,Q1,2025
51351,24-02-2025,Pune,Beauty,Moisturizer,7,527.42,0,UPI,Returning,Neha,3691.94,0,3691.94,February,2,Q1,2025
51000,25-02-2025,Kolhapur,Grocery,Tea,8,260.01,10,Cash,New,Vikas,2080.08,208.01,1872.07,February,2,Q1,2025
51174,25-02-2025,Navi Mumbai,Grocery,Rice,1,518.94,0,Credit Card,VIP,Amit,518.94,0,518.94,February,2,Q1,2025
50551,25-02-2025,Nashik,Clothing,Kurta,2,2333.31,0,Cash,New,Priya,4666.62,0,4666.62,February,2,Q1,2025
50495,25-02-2025,Nashik,Grocery,Tea,3,486.69,5,UPI,Returning,Karan,1460.07,73,1387.07,February,2,Q1,2025
50174,25-02-2025,Mumbai,Grocery,Oil,7,206.86,5,UPI,New,Amit,1448.02,72.4,1375.62,February,2,Q1,2025
50416,25-02-2025,Thane,Grocery,Biscuits,1,86.68,10,UPI,Returning,Vikas,86.68,8.67,78.01,February,2,Q1,2025
51190,26-02-2025,Mumbai,Furniture,Bed,5,12468.96,20,Net Banking,New,Vikas,62344.8,12468.96,49875.84,February,2,Q1,2025
50868,26-02-2025,Aurangabad,Electronics,Laptop,5,72844.74,5,Debit Card,Returning,Priya,364223.7,18211.19,346012.51,February,2,Q1,2025
50449,26-02-2025,Aurangabad,Grocery,Oil,1,182.35,0,UPI,VIP,Vikas,182.35,0,182.35,February,2,Q1,2025
50499,26-02-2025,Navi Mumbai,Sports,Tennis Racket,1,6021.56,0,Credit Card,VIP,Neha,6021.56,0,6021.56,February,2,Q1,2025
50071,27-02-2025,Nagpur,Beauty,Shampoo,8,594.29,0,UPI,New,Amit,4754.32,0,4754.32,February,2,Q1,2025
50988,27-02-2025,Pune,Grocery,Flour,3,49.03,0,,New,Priya,147.09,0,147.09,February,2,Q1,2025
51465,28-02-2025,Aurangabad,Sports,Cricket Bat,2,8229.2,10,Credit Card,New,Karan,16458.4,1645.84,14812.56,February,2,Q1,2025
50822,28-02-2025,Pune,Electronics,Keyboard,1,1629.88,10,Debit Card,Returning,Sneha,1629.88,162.99,1466.89,February,2,Q1,2025
51285,28-02-2025,Mumbai,Grocery,Tea,8,129.59,10,Debit Card,Returning,Pooja,1036.72,103.67,933.05,February,2,Q1,2025
51121,01-03-2025,Navi Mumbai,Beauty,Perfume,8,2171.96,0,Debit Card,VIP,Amit,17375.68,0,17375.68,March,3,Q1,2025
50612,01-03-2025,Aurangabad,Beauty,Sunscreen,1,688.81,20,UPI,New,Rahul,688.81,137.76,551.05,March,3,Q1,2025
51157,01-03-2025,Nagpur,Electronics,Tablet,3,14076.06,5,Credit Card,New,Neha,42228.18,2111.41,40116.77,March,3,Q1,2025
51212,02-03-2025,Thane,Grocery,Biscuits,5,126.9,0,UPI,New,Vikas,634.5,0,634.5,March,3,Q1,2025
50849,02-03-2025,Pune,Clothing,Shirt,2,590.59,0,Net Banking,Returning,Anjali,1181.18,0,1181.18,March,3,Q1,2025
51341,02-03-2025,Navi Mumbai,Grocery,Tea,3,237.77,15,Debit Card,Returning,Priya,713.31,107,606.31,March,3,Q1,2025
50227,03-03-2025,Navi Mumbai,Sports,Running Shoes,1,9914.15,0,Credit Card,Returning,Pooja,9914.15,0,9914.15,March,3,Q1,2025
50616,03-03-2025,Kolhapur,Sports,Badminton Racket,8,3708.73,0,Debit Card,New,Vikas,29669.84,0,29669.84,March,3,Q1,2025
51396,03-03-2025,Thane,Beauty,Perfume,3,681.3,5,Net Banking,New,Karan,2043.9,102.2,1941.7,March,3,Q1,2025
51241,04-03-2025,Mumbai,Beauty,Perfume,7,599.98,10,UPI,Returning,Priya,4199.86,419.99,3779.87,March,3,Q1,2025
50044,04-03-2025,Aurangabad,Sports,Yoga Mat,4,1536.88,10,UPI,New,Anjali,6147.52,614.75,5532.77,March,3,Q1,2025
50824,04-03-2025,Mumbai,Grocery,Flour,4,51.86,0,Debit Card,New,Priya,207.44,0,207.44,March,3,Q1,2025
51155,05-03-2025,Pune,Clothing,Kurta,7,2103.87,15,Credit Card,Returning,Karan,14727.09,2209.06,12518.03,March,3,Q1,2025
50835,05-03-2025,Kolhapur,Clothing,Jacket,1,5112.83,0,Debit Card,VIP,Rohan,5112.83,0,5112.83,March,3,Q1,2025
51203,06-03-2025,Nagpur,Electronics,Keyboard,7,810.98,0,Credit Card,New,Priya,5676.86,0,5676.86,March,3,Q1,2025
50507,06-03-2025,Navi Mumbai,Sports,Badminton Racket,2,4382.92,5,Debit Card,Returning,Sneha,8765.84,438.29,8327.55,March,3,Q1,2025
50634,06-03-2025,Navi Mumbai,Clothing,Shirt,2,936.52,15,Credit Card,New,Karan,1873.04,280.96,1592.08,March,3,Q1,2025
51132,06-03-2025,Nashik,Clothing,Kurta,3,1406.04,10,UPI,Returning,Sneha,4218.12,421.81,3796.31,March,3,Q1,2025
50155,06-03-2025,Mumbai,Sports,Football,8,2156.21,10,Net Banking,New,Neha,17249.68,1724.97,15524.71,March,3,Q1,2025
50647,06-03-2025,Thane,Clothing,Kurta,3,1058.88,15,Credit Card,Returning,Amit,3176.64,476.5,2700.14,March,3,Q1,2025
50842,07-03-2025,Mumbai,Furniture,Bookshelf,3,5555.92,0,Credit Card,VIP,Rohan,16667.76,0,16667.76,March,3,Q1,2025
50429,07-03-2025,Nashik,Grocery,Rice,3,1674.15,0,Cash,Returning,Rahul,5022.45,0,5022.45,March,3,Q1,2025
51368,08-03-2025,Pune,Sports,Football,4,2012.1,15,UPI,New,Rohan,8048.4,1207.26,6841.14,March,3,Q1,2025
51314,08-03-2025,Mumbai,Beauty,Perfume,1,3851.32,15,Credit Card,Returning,Vikas,3851.32,577.7,3273.62,March,3,Q1,2025
51297,08-03-2025,Navi Mumbai,Electronics,Laptop,3,77889.58,,Debit Card,Returning,Pooja,233668.74,35050.31,198618.43,March,3,Q1,2025
50996,08-03-2025,Pune,Electronics,Tablet,6,13067.74,5,UPI,New,Anjali,78406.44,3920.32,74486.12,March,3,Q1,2025
51300,09-03-2025,Nashik,Furniture,Sofa,2,57239.92,5,UPI,New,Rahul,114479.84,5723.99,108755.85,March,3,Q1,2025
50703,09-03-2025,Nagpur,Grocery,Oil,5,216.87,10,Credit Card,New,Neha,1084.35,108.44,975.91,March,3,Q1,2025
51176,10-03-2025,Navi Mumbai,Clothing,T-Shirt,1,1599.44,10,Debit Card,New,Pooja,1599.44,159.94,1439.5,March,3,Q1,2025
51146,11-03-2025,Nagpur,Beauty,Sunscreen,5,361.86,20,Debit Card,VIP,Sneha,1809.3,361.86,1447.44,March,3,Q1,2025
50500,12-03-2025,Pune,Sports,Tennis Racket,6,5470.01,10,Cash,VIP,Rohan,32820.06,3282.01,29538.05,March,3,Q1,2025
50606,12-03-2025,Mumbai,Grocery,Sugar,7,47.62,5,Debit Card,New,Pooja,333.34,16.67,316.67,March,3,Q1,2025
51256,13-03-2025,Nashik,Grocery,Rice,3,1516.12,0,Net Banking,Returning,Rahul,4548.36,0,4548.36,March,3,Q1,2025
50943,13-03-2025,Nagpur,Furniture,Sofa,7,47707.75,5,Debit Card,VIP,Neha,333954.25,16697.71,317256.54,March,3,Q1,2025
51420,13-03-2025,Navi Mumbai,Sports,Badminton Racket,6,2412.61,15,Credit Card,New,Rahul,14475.66,2171.35,12304.31,March,3,Q1,2025
